Id,Expression,Answer
12135,167-234,-67
12136,744-649,95
12137,11-762,-751
12138,762-662,100
12139,626-842,-216
12140,801-830,-29
12141,391-485,-94
12142,206-690,-484
12143,157-524,-367
12144,780-43,737
12145,948-630,318
12146,371-904,-533
12147,421-360,61
12148,210-704,-494
12149,141-890,-749
12150,133-231,-98
12151,239-88,151
12152,388-47,341
12153,650-375,275
12154,753-817,-64
12155,215-215,0
12156,443-723,-280
12157,350-904,-554
12158,973-522,451
12159,910-862,48
12160,117-996,-879
12161,224-569,-345
12162,350-630,-280
12163,786-91,695
12164,483-814,-331
12165,246-838,-592
12166,117-562,-445
12167,900-213,687
12168,938-287,651
12169,246-446,-200
12170,956-664,292
12171,334-476,-142
12172,529-898,-369
12173,470-684,-214
12174,678-490,188
12175,137-413,-276
12176,448-839,-391
12177,236-841,-605
12178,741-411,330
12179,521-984,-463
12180,87-465,-378
12181,902-44,858
12182,655-426,229
12183,948-371,577
12184,890-692,198
12185,211-788,-577
12186,685-831,-146
12187,539-263,276
12188,411-956,-545
12189,857-39,818
12190,764-857,-93
12191,814-213,601
12192,175-107,68
12193,962-646,316
12194,596-109,487
12195,6-964,-958
12196,111-935,-824
12197,850-255,595
12198,49-754,-705
12199,314-145,169
12200,247-502,-255
12201,570-23,547
12202,297-654,-357
12203,177-679,-502
12204,744-981,-237
12205,851-595,256
12206,870-858,12
12207,729-693,36
12208,776-956,-180
12209,908-114,794
12210,235-449,-214
12211,539-117,422
12212,674-68,606
12213,885-921,-36
12214,724-683,41
12215,863-915,-52
12216,558-546,12
12217,217-546,-329
12218,683-770,-87
12219,315-344,-29
12220,406-607,-201
12221,707-195,512
12222,820-46,774
12223,975-342,633
12224,582-20,562
12225,326-345,-19
12226,610-475,135
12227,948-991,-43
12228,503-824,-321
12229,827-460,367
12230,90-825,-735
12231,435-837,-402
12232,76-910,-834
12233,707-458,249
12234,369-427,-58
12235,865-96,769
12236,115-797,-682
12237,61-918,-857
12238,90-204,-114
12239,350-860,-510
12240,681-387,294
12241,842-597,245
12242,470-845,-375
12243,850-405,445
12244,416-276,140
12245,139-368,-229
12246,268-913,-645
12247,131-587,-456
12248,441-863,-422
12249,409-853,-444
12250,740-850,-110
12251,296-639,-343
12252,339-648,-309
12253,490-462,28
12254,367-422,-55
12255,352-473,-121
12256,306-999,-693
12257,544-642,-98
12258,942-783,159
12259,957-599,358
12260,133-371,-238
12261,471-495,-24
12262,533-44,489
12263,803-926,-123
12264,280-841,-561
12265,431-888,-457
12266,725-393,332
12267,615-292,323
12268,53-207,-154
12269,326-181,145
12270,679-687,-8
12271,169-428,-259
12272,170-471,-301
12273,252-226,26
12274,503-532,-29
12275,270-758,-488
12276,466-103,363
12277,102-801,-699
12278,116-574,-458
12279,368-844,-476
12280,486-459,27
12281,17-519,-502
12282,324-599,-275
12283,146-727,-581
12284,108-898,-790
12285,144-904,-760
12286,544-794,-250
12287,893-78,815
12288,613-11,602
12289,986-701,285
12290,262-145,117
12291,209-793,-584
12292,916-904,12
12293,919-558,361
12294,558-943,-385
12295,427-525,-98
12296,219-102,117
12297,261-820,-559
12298,34-783,-749
12299,996-385,611
12300,304-766,-462
12301,553-196,357
12302,620-182,438
12303,192-573,-381
12304,428-393,35
12305,251-675,-424
12306,314-557,-243
12307,535-752,-217
12308,816-583,233
12309,562-649,-87
12310,107-273,-166
12311,104-477,-373
12312,909-872,37
12313,964-212,752
12314,567-381,186
12315,325-849,-524
12316,914-276,638
12317,489-646,-157
12318,718-238,480
12319,643-535,108
12320,418-50,368
12321,209-576,-367
12322,399-390,9
12323,959-640,319
12324,933-774,159
12325,427-86,341
12326,819-130,689
12327,370-753,-383
12328,612-663,-51
12329,796-970,-174
12330,947-602,345
12331,420-69,351
12332,501-761,-260
12333,620-768,-148
12334,999-873,126
12335,304-851,-547
12336,736-95,641
12337,837-531,306
12338,466-571,-105
12339,741-981,-240
12340,375-308,67
12341,46-550,-504
12342,816-9,807
12343,952-741,211
12344,424-281,143
12345,291-816,-525
12346,768-58,710
12347,889-301,588
12348,696-594,102
12349,232-415,-183
12350,185-856,-671
12351,491-88,403
12352,187-534,-347
12353,952-24,928
12354,678-136,542
12355,651-44,607
12356,904-690,214
12357,736-785,-49
12358,532-495,37
12359,186-182,4
12360,909-953,-44
12361,303-811,-508
12362,240-79,161
12363,332-526,-194
12364,7-634,-627
12365,228-835,-607
12366,592-840,-248
12367,854-955,-101
12368,602-106,496
12369,106-799,-693
12370,913-363,550
12371,678-983,-305
12372,116-375,-259
12373,539-280,259
12374,244-80,164
12375,65-128,-63
12376,872-669,203
12377,116-718,-602
12378,370-828,-458
12379,773-743,30
12380,978-361,617
12381,22-733,-711
12382,438-159,279
12383,557-705,-148
12384,484-738,-254
12385,169-449,-280
12386,354-508,-154
12387,450-780,-330
12388,972-755,217
12389,488-321,167
12390,49-38,11
12391,792-346,446
12392,713-422,291
12393,532-450,82
12394,807-69,738
12395,811-989,-178
12396,961-703,258
12397,529-688,-159
12398,300-732,-432
12399,143-165,-22
12400,577-671,-94
12401,572-186,386
12402,377-320,57
12403,25-607,-582
12404,676-679,-3
12405,966-348,618
12406,754-48,706
12407,90-907,-817
12408,640-824,-184
12409,863-474,389
12410,62-936,-874
12411,428-842,-414
12412,936-127,809
12413,269-4,265
12414,377-499,-122
12415,663-171,492
12416,905-460,445
12417,161-386,-225
12418,762-489,273
12419,217-688,-471
12420,600-598,2
12421,46-632,-586
12422,795-222,573
12423,287-876,-589
12424,953-104,849
12425,817-67,750
12426,835-899,-64
12427,247-68,179
12428,953-809,144
12429,1-278,-277
12430,115-878,-763
12431,598-163,435
12432,534-678,-144
12433,446-948,-502
12434,775-622,153
12435,584-6,578
12436,100-432,-332
12437,509-375,134
12438,156-825,-669
12439,550-597,-47
12440,680-524,156
12441,985-442,543
12442,702-233,469
12443,52-326,-274
12444,863-680,183
12445,154-486,-332
12446,737-496,241
12447,840-852,-12
12448,305-625,-320
12449,417-805,-388
12450,921-841,80
12451,908-666,242
12452,870-342,528
12453,888-973,-85
12454,200-917,-717
12455,340-671,-331
12456,198-970,-772
12457,502-967,-465
12458,383-50,333
12459,451-900,-449
12460,786-402,384
12461,871-943,-72
12462,396-181,215
12463,521-186,335
12464,509-550,-41
12465,842-425,417
12466,682-782,-100
12467,560-27,533
12468,381-405,-24
12469,119-861,-742
12470,74-46,28
12471,575-15,560
12472,601-947,-346
12473,279-479,-200
12474,96-936,-840
12475,99-503,-404
12476,747-547,200
12477,420-791,-371
12478,632-384,248
12479,476-454,22
12480,21-249,-228
12481,658-785,-127
12482,755-668,87
12483,209-306,-97
12484,990-205,785
12485,884-858,26
12486,297-564,-267
12487,604-261,343
12488,327-340,-13
12489,465-87,378
12490,534-683,-149
12491,364-657,-293
12492,130-407,-277
12493,737-527,210
12494,300-848,-548
12495,956-279,677
12496,690-358,332
12497,916-39,877
12498,89-723,-634
12499,185-439,-254
12500,799-700,99
12501,561-258,303
12502,250-864,-614
12503,466-400,66
12504,541-905,-364
12505,187-450,-263
12506,891-351,540
12507,731-581,150
12508,646-624,22
12509,763-136,627
12510,266-757,-491
12511,659-186,473
12512,898-844,54
12513,228-75,153
12514,151-87,64
12515,280-167,113
12516,245-819,-574
12517,983-879,104
12518,921-178,743
12519,931-359,572
12520,446-678,-232
12521,56-449,-393
12522,793-865,-72
12523,127-259,-132
12524,436-620,-184
12525,701-751,-50
12526,445-605,-160
12527,439-916,-477
12528,548-110,438
12529,504-753,-249
12530,383-727,-344
12531,420-240,180
12532,237-844,-607
12533,584-857,-273
12534,255-938,-683
12535,108-974,-866
12536,835-73,762
12537,174-989,-815
12538,805-234,571
12539,114-649,-535
12540,848-571,277
12541,83-10,73
12542,326-703,-377
12543,951-433,518
12544,832-135,697
12545,504-16,488
12546,820-837,-17
12547,541-383,158
12548,987-95,892
12549,443-956,-513
12550,274-896,-622
12551,638-580,58
12552,204-837,-633
12553,34-108,-74
12554,803-643,160
12555,760-878,-118
12556,886-890,-4
12557,704-796,-92
12558,12-170,-158
12559,228-10,218
12560,112-202,-90
12561,262-446,-184
12562,277-402,-125
12563,888-8,880
12564,679-633,46
12565,731-808,-77
12566,752-665,87
12567,482-490,-8
12568,624-519,105
12569,329-637,-308
12570,653-348,305
12571,614-496,118
12572,276-244,32
12573,559-42,517
12574,765-773,-8
12575,995-798,197
12576,68-804,-736
12577,167-481,-314
12578,190-913,-723
12579,597-51,546
12580,82-713,-631
12581,561-559,2
12582,977-664,313
12583,430-565,-135
12584,907-599,308
12585,558-963,-405
12586,709-3,706
12587,876-443,433
12588,141-650,-509
12589,666-598,68
12590,389-679,-290
12591,293-806,-513
12592,181-676,-495
12593,485-874,-389
12594,313-300,13
12595,272-263,9
12596,293-407,-114
12597,988-551,437
12598,863-676,187
12599,956-676,280
12600,558-233,325
12601,769-520,249
12602,526-987,-461
12603,924-926,-2
12604,250-285,-35
12605,280-936,-656
12606,258-574,-316
12607,924-257,667
12608,603-635,-32
12609,465-812,-347
12610,407-744,-337
12611,399-766,-367
12612,636-654,-18
12613,14-818,-804
12614,142-95,47
12615,45-658,-613
12616,339-83,256
12617,362-341,21
12618,858-942,-84
12619,814-277,537
12620,138-410,-272
12621,302-891,-589
12622,800-949,-149
12623,832-278,554
12624,446-691,-245
12625,739-129,610
12626,870-761,109
12627,848-656,192
12628,997-726,271
12629,594-369,225
12630,550-497,53
12631,872-122,750
12632,305-295,10
12633,611-207,404
12634,153-836,-683
12635,809-186,623
12636,617-265,352
12637,333-907,-574
12638,847-862,-15
12639,547-983,-436
12640,905-459,446
12641,842-766,76
12642,756-555,201
12643,285-410,-125
12644,417-294,123
12645,970-688,282
12646,212-593,-381
12647,44-618,-574
12648,346-664,-318
12649,90-196,-106
12650,929-197,732
12651,975-923,52
12652,953-638,315
12653,459-206,253
12654,817-579,238
12655,362-848,-486
12656,55-828,-773
12657,982-153,829
12658,568-289,279
12659,720-558,162
12660,621-680,-59
12661,905-23,882
12662,184-145,39
12663,240-428,-188
12664,620-806,-186
12665,814-678,136
12666,614-460,154
12667,549-786,-237
12668,46-518,-472
12669,901-117,784
12670,193-475,-282
12671,139-2,137
12672,615-950,-335
12673,186-203,-17
12674,533-351,182
12675,974-516,458
12676,301-29,272
12677,543-779,-236
12678,574-811,-237
12679,683-527,156
12680,804-230,574
12681,492-2,490
12682,841-767,74
12683,247-775,-528
12684,567-523,44
12685,388-23,365
12686,914-517,397
12687,652-200,452
12688,441-133,308
12689,255-443,-188
12690,665-201,464
12691,77-401,-324
12692,603-393,210
12693,332-262,70
12694,572-993,-421
12695,626-585,41
12696,186-897,-711
12697,925-991,-66
12698,312-744,-432
12699,459-128,331
12700,654-236,418
12701,165-760,-595
12702,522-741,-219
12703,583-92,491
12704,147-24,123
12705,967-733,234
12706,494-306,188
12707,537-207,330
12708,462-956,-494
12709,605-247,358
12710,157-294,-137
12711,442-592,-150
12712,797-198,599
12713,56-266,-210
12714,334-959,-625
12715,582-394,188
12716,500-699,-199
12717,223-362,-139
12718,516-264,252
12719,749-512,237
12720,978-505,473
12721,445-678,-233
12722,242-761,-519
12723,404-847,-443
12724,434-837,-403
12725,261-472,-211
12726,637-516,121
12727,105-511,-406
12728,759-542,217
12729,79-450,-371
12730,684-434,250
12731,134-968,-834
12732,840-399,441
12733,708-666,42
12734,548-888,-340
12735,927-854,73
12736,687-770,-83
12737,985-214,771
12738,605-935,-330
12739,740-308,432
12740,721-952,-231
12741,609-330,279
12742,207-529,-322
12743,937-376,561
12744,327-644,-317
12745,420-936,-516
12746,366-651,-285
12747,563-217,346
12748,760-183,577
12749,539-930,-391
12750,316-289,27
12751,194-541,-347
12752,87-379,-292
12753,742-367,375
12754,840-843,-3
12755,343-745,-402
12756,236-678,-442
12757,310-45,265
12758,775-166,609
12759,289-359,-70
12760,770-360,410
12761,563-387,176
12762,901-624,277
12763,968-937,31
12764,461-805,-344
12765,23-31,-8
12766,776-480,296
12767,24-312,-288
12768,493-35,458
12769,853-652,201
12770,676-109,567
12771,207-738,-531
12772,501-69,432
12773,292-506,-214
12774,441-588,-147
12775,274-600,-326
12776,90-748,-658
12777,36-532,-496
12778,627-740,-113
12779,818-763,55
12780,999-969,30
12781,791-330,461
12782,446-516,-70
12783,722-84,638
12784,280-361,-81
12785,380-352,28
12786,979-58,921
12787,957-362,595
12788,453-109,344
12789,430-623,-193
12790,815-321,494
12791,86-859,-773
12792,654-475,179
12793,488-955,-467
12794,722-961,-239
12795,751-792,-41
12796,723-456,267
12797,337-862,-525
12798,386-489,-103
12799,183-658,-475
12800,508-294,214
12801,506-819,-313
12802,202-424,-222
12803,106-997,-891
12804,559-149,410
12805,557-202,355
12806,871-363,508
12807,96-552,-456
12808,109-252,-143
12809,969-280,689
12810,941-3,938
12811,813-9,804
12812,605-671,-66
12813,604-741,-137
12814,589-236,353
12815,406-762,-356
12816,926-21,905
12817,572-183,389
12818,53-643,-590
12819,393-834,-441
12820,588-346,242
12821,740-629,111
12822,587-202,385
12823,449-324,125
12824,243-278,-35
12825,932-706,226
12826,690-822,-132
12827,649-924,-275
12828,910-769,141
12829,924-130,794
12830,985-481,504
12831,951-406,545
12832,521-735,-214
12833,269-1,268
12834,551-26,525
12835,155-39,116
12836,186-184,2
12837,715-908,-193
12838,35-541,-506
12839,400-864,-464
12840,837-226,611
12841,575-459,116
12842,572-960,-388
12843,77-346,-269
12844,925-846,79
12845,94-943,-849
12846,111-332,-221
12847,388-101,287
12848,959-219,740
12849,356-176,180
12850,665-850,-185
12851,883-310,573
12852,779-333,446
12853,487-901,-414
12854,867-685,182
12855,280-211,69
12856,473-448,25
12857,321-445,-124
12858,533-485,48
12859,75-24,51
12860,8-778,-770
12861,33-522,-489
12862,514-465,49
12863,404-471,-67
12864,79-52,27
12865,159-36,123
12866,460-450,10
12867,10-143,-133
12868,891-776,115
12869,966-588,378
12870,272-103,169
12871,219-601,-382
12872,792-671,121
12873,101-306,-205
12874,220-506,-286
12875,514-656,-142
12876,457-246,211
12877,83-660,-577
12878,237-177,60
12879,173-402,-229
12880,674-979,-305
12881,866-829,37
12882,4-243,-239
12883,488-430,58
12884,971-357,614
12885,905-762,143
12886,813-368,445
12887,821-200,621
12888,180-598,-418
12889,429-316,113
12890,427-931,-504
12891,703-424,279
12892,807-37,770
12893,855-654,201
12894,899-977,-78
12895,753-93,660
12896,320-415,-95
12897,314-983,-669
12898,771-385,386
12899,634-926,-292
12900,19-884,-865
12901,354-276,78
12902,198-556,-358
12903,699-57,642
12904,551-694,-143
12905,38-374,-336
12906,579-263,316
12907,515-951,-436
12908,685-829,-144
12909,536-997,-461
12910,347-360,-13
12911,420-358,62
12912,64-129,-65
12913,277-30,247
12914,707-367,340
12915,201-500,-299
12916,517-154,363
12917,592-175,417
12918,89-390,-301
12919,535-143,392
12920,280-866,-586
12921,908-727,181
12922,742-324,418
12923,829-676,153
12924,154-859,-705
12925,995-377,618
12926,846-852,-6
12927,36-961,-925
12928,947-353,594
12929,334-340,-6
12930,466-632,-166
12931,784-189,595
12932,890-85,805
12933,293-777,-484
12934,43-651,-608
12935,339-196,143
12936,958-256,702
12937,499-63,436
12938,648-762,-114
12939,575-764,-189
12940,846-436,410
12941,499-157,342
12942,437-102,335
12943,249-985,-736
12944,576-477,99
12945,704-688,16
12946,515-848,-333
12947,645-192,453
12948,794-481,313
12949,484-427,57
12950,203-266,-63
12951,708-76,632
12952,61-666,-605
12953,769-6,763
12954,369-381,-12
12955,211-909,-698
12956,270-440,-170
12957,373-993,-620
12958,21-986,-965
12959,79-649,-570
12960,139-350,-211
12961,220-55,165
12962,14-902,-888
12963,935-132,803
12964,865-756,109
12965,589-926,-337
12966,389-934,-545
12967,163-307,-144
12968,320-89,231
12969,58-217,-159
12970,408-893,-485
12971,74-801,-727
12972,342-624,-282
12973,756-724,32
12974,552-81,471
12975,930-613,317
12976,105-718,-613
12977,531-0,531
12978,94-229,-135
12979,713-814,-101
12980,286-459,-173
12981,268-440,-172
12982,450-588,-138
12983,830-439,391
12984,747-957,-210
12985,769-154,615
12986,934-474,460
12987,16-915,-899
12988,449-984,-535
12989,81-783,-702
12990,292-206,86
12991,691-237,454
12992,513-6,507
12993,788-462,326
12994,505-538,-33
12995,546-281,265
12996,974-681,293
12997,575-76,499
12998,551-269,282
12999,297-193,104
13000,915-549,366
13001,929-115,814
13002,668-58,610
13003,867-666,201
13004,632-254,378
13005,21-3,18
13006,458-839,-381
13007,728-441,287
13008,254-218,36
13009,161-675,-514
13010,912-226,686
13011,835-75,760
13012,763-158,605
13013,130-170,-40
13014,195-13,182
13015,217-78,139
13016,450-727,-277
13017,146-937,-791
13018,311-671,-360
13019,414-982,-568
13020,781-495,286
13021,733-306,427
13022,359-269,90
13023,636-427,209
13024,727-940,-213
13025,504-785,-281
13026,673-10,663
13027,190-577,-387
13028,138-333,-195
13029,657-997,-340
13030,877-323,554
13031,245-679,-434
13032,194-906,-712
13033,557-119,438
13034,665-782,-117
13035,899-848,51
13036,320-507,-187
13037,983-10,973
13038,323-508,-185
13039,758-330,428
13040,259-554,-295
13041,416-996,-580
13042,68-62,6
13043,712-937,-225
13044,237-32,205
13045,25-611,-586
13046,392-108,284
13047,202-966,-764
13048,362-268,94
13049,19-595,-576
13050,918-564,354
13051,267-85,182
13052,141-588,-447
13053,801-551,250
13054,157-726,-569
13055,262-669,-407
13056,230-544,-314
13057,571-175,396
13058,395-556,-161
13059,243-934,-691
13060,660-853,-193
13061,96-260,-164
13062,860-47,813
13063,765-604,161
13064,20-640,-620
13065,384-728,-344
13066,857-606,251
13067,294-803,-509
13068,310-437,-127
13069,904-67,837
13070,407-46,361
13071,357-631,-274
13072,652-769,-117
13073,203-624,-421
13074,793-972,-179
13075,275-340,-65
13076,862-747,115
13077,138-586,-448
13078,346-7,339
13079,91-34,57
13080,893-355,538
13081,327-991,-664
13082,80-347,-267
13083,287-799,-512
13084,539-35,504
13085,714-63,651
13086,378-221,157
13087,188-350,-162
13088,660-56,604
13089,156-720,-564
13090,384-792,-408
13091,396-63,333
13092,336-41,295
13093,783-643,140
13094,829-622,207
13095,306-855,-549
13096,315-664,-349
13097,533-798,-265
13098,393-449,-56
13099,266-599,-333
13100,485-460,25
13101,953-341,612
13102,587-884,-297
13103,535-170,365
13104,476-710,-234
13105,181-565,-384
13106,987-985,2
13107,737-734,3
13108,937-271,666
13109,205-385,-180
13110,269-658,-389
13111,721-751,-30
13112,948-171,777
13113,771-522,249
13114,468-564,-96
13115,278-911,-633
13116,601-642,-41
13117,685-182,503
13118,525-434,91
13119,513-952,-439
13120,860-16,844
13121,358-974,-616
13122,661-845,-184
13123,603-675,-72
13124,252-228,24
13125,571-827,-256
13126,802-432,370
13127,752-855,-103
13128,830-427,403
13129,213-197,16
13130,351-441,-90
13131,687-991,-304
13132,955-300,655
13133,844-861,-17
13134,195-748,-553
13135,433-397,36
13136,947-562,385
13137,466-699,-233
13138,672-362,310
13139,556-168,388
13140,524-245,279
13141,281-492,-211
13142,946-924,22
13143,249-587,-338
13144,226-341,-115
13145,249-995,-746
13146,941-874,67
13147,694-81,613
13148,55-387,-332
13149,384-54,330
13150,560-19,541
13151,843-1,842
13152,344-846,-502
